state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Andhra Pradesh,Prakasam,Darsi APMC,Paddy(Common),B P T,Local,24/07/2026,2350,2350,2350
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Mango,Dusheri,Grade B,24/07/2026,3310,3340,3320
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bitter gourd,Bitter Gourd,FAQ,24/07/2026,1990,2000,1999
Andhra Pradesh,Srikakulam,Kanchili APMC,Paddy(Common),1001,FAQ,24/07/2026,2400,2400,2400
Andhra Pradesh,Nandyal,Allagadda APMC,Maize,Local,FAQ,24/07/2026,2100,2100,2100
Andhra Pradesh,Ananthapuramu,Gooti APMC,Groundnut,Local,Grade Range-1,24/07/2026,4499,5980,5456
Telangana,Khammam,"Pavilion Ground,Khammam,RBZ",Tomato,Deshi,FAQ,24/07/2026,2000,2000,2000
Andhra Pradesh,Tirupathi,Srikalahasti APMC,Groundnut,Local,Local,24/07/2026,6700,6700,6700
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Banana,Medium,Grade B,24/07/2026,3766,3790,3788
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Cauliflower,Cauliflower,FAQ,24/07/2026,2250,2290,2270
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley APMC,Turmeric,Finger,Grade Range-2,24/07/2026,14600,14600,14600
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bhindi(Ladies Finger),Bhindi,FAQ,24/07/2026,1470,1490,1480
Andhra Pradesh,Alluri Sitharama Raju,Chintapally APMC,Groundnut,Local,FAQ,24/07/2026,6500,7500,7000
Andhra Pradesh,Prakasam,Darsi APMC,Cotton,Desi,Local,24/07/2026,8200,8200,8200
Andhra Pradesh,Ananthapuramu,Gooti APMC,Cotton,Bramha,Grade Range-1,24/07/2026,9050,9550,9230
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Apple,Apple,Grade B,24/07/2026,8890,8900,8895
Andhra Pradesh,Ananthapuramu,Gooti APMC,Red gram/Arhar/Tur(whole),Local,Grade Range-1,24/07/2026,4980,5987,5395
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Guava,Guava,Grade B,24/07/2026,4290,4300,4295
Andhra Pradesh,Kakinada,Pithapuram APMC,Paddy(Common),B P T,FAQ,24/07/2026,2369,2389,2379
Andhra Pradesh,Tirupathi,Srikalahasti APMC,Paddy(Common),Paddy Medium,Local,24/07/2026,2500,2500,2500
Andhra Pradesh,Tirupathi,Srikalahasti APMC,Groundnut,Groundnut seed,Local,24/07/2026,6700,6700,6700
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley APMC,Ginger(Dry),Ginger-Organic,Grade Range-1,24/07/2026,1400,1500,1405
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Brinjal,Brinjal,FAQ,24/07/2026,1370,1390,1380
Telangana,Khammam,"Sattupalli (Ramalayam),RBZ",Tomato,Deshi,FAQ,24/07/2026,1800,2400,2000
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bottle gourd,Bottle Gourd,FAQ,24/07/2026,1120,1280,1150
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Banana - Green,Banana - Green,FAQ,24/07/2026,1600,1650,1620
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley APMC,Kidney Beans(Rajma),Rajma,Grade Range-1,24/07/2026,8000,8000,8000
