state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Paddy(Common),1001,Grade Range-2,05/09/2026,2369,2389,2379
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Cauliflower,Cauliflower,FAQ,05/09/2026,2380,2400,2390
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bottle gourd,Bottle Gourd,FAQ,05/09/2026,1340,1400,1350
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Guava,Guava,Grade B,05/09/2026,4488,4550,4500
Andhra Pradesh,Ananthapuramu,Guntakal APMC,Red gram/Arhar/Tur(whole),Local,Local,05/09/2026,7000,8200,7500
Andhra Pradesh,Ananthapuramu,Guntakal APMC,Groundnut,Local,Local,05/09/2026,7000,8000,7500
Haryana,Gurgaon,Gurgaon APMC,Pomegranate,Other,Grade C,05/09/2026,5000,10000,7500
Haryana,Gurgaon,Gurgaon APMC,Brinjal,Brinjal,Grade B,05/09/2026,1000,1400,1200
Haryana,Gurgaon,Gurgaon APMC,Guava,Guava,Grade B,05/09/2026,5000,7000,6000
Andhra Pradesh,Bapatla,Bapatla APMC,Groundnut,Local,Local,05/09/2026,8000,8500,8250
Telangana,Bhadradri Kothagudem,Dammapet APMC,Wood,Eucalyptus,FAQ,05/09/2026,400,500,450
Punjab,Amritsar,Rayya APMC,Tinda,Other,FAQ,05/09/2026,1789,1789,1789
Andhra Pradesh,Srikakulam,Kanchili APMC,Paddy(Common),1001,FAQ,05/09/2026,2400,2400,2400
Andhra Pradesh,Kakinada,Peddapuram APMC,Paddy(Common),1001,FAQ,05/09/2026,2369,2390,2369
Punjab,Ludhiana,Sahnewal APMC,Bottle gourd,Bottle Gourd,FAQ,05/09/2026,1500,1500,1500
Andhra Pradesh,Srikakulam,Palasa APMC,Paddy(Common),Common,FAQ,05/09/2026,2369,2369,2369
Haryana,Gurgaon,Gurgaon APMC,Potato,Other,Grade A,05/09/2026,600,1000,800
Haryana,Gurgaon,Gurgaon APMC,Bottle gourd,Other,Grade A,05/09/2026,900,1100,1000
Andhra Pradesh,Sri Sathya Sai,Penukonda APMC,Maize,Hybrid/Local,FAQ,05/09/2026,2450,2550,2500
Andhra Pradesh,Ananthapuramu,Gooti APMC,Red gram/Arhar/Tur(whole),Local,Grade Range-1,05/09/2026,4900,6500,5700
Andhra Pradesh,Ananthapuramu,Gooti APMC,Cotton,Bramha,Grade Range-1,05/09/2026,5211,9961,9769
Andhra Pradesh,Bapatla,Bapatla APMC,Paddy(Common),B P T,Local,05/09/2026,3300,3500,3400
Andhra Pradesh,Prakasam,Maddipadu APMC,Bajra(Pearl Millet/Cumbu),Bold,FAQ,05/09/2026,2750,2750,2750
Punjab,Amritsar,Rayya APMC,Cucumbar(Kheera),Cucumbar,FAQ,05/09/2026,892,892,892
Andhra Pradesh,Kakinada,Karapa APMC,Paddy(Common),1001,FAQ,05/09/2026,2363,2369,2366
Punjab,Amritsar,Rayya APMC,Cauliflower,Local,FAQ,05/09/2026,3179,3179,3179
Punjab,Amritsar,Rayya APMC,Brinjal,Brinjal,FAQ,05/09/2026,500,500,500
