state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Andhra Pradesh,Kakinada,Kakinada (Urban) APMC,Paddy(Common),Common,FAQ,01/09/2026,2369,2390,2375
Punjab,Amritsar,Rayya APMC,Brinjal,Brinjal,FAQ,01/09/2026,500,500,500
Punjab,Amritsar,Rayya APMC,Cucumbar(Kheera),Cucumbar,FAQ,01/09/2026,895,895,895
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bitter gourd,Bitter Gourd,FAQ,01/09/2026,2099,2200,2100
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Cauliflower,Cauliflower,FAQ,01/09/2026,2366,2400,2380
Andhra Pradesh,Palnadu,Ipur APMC,Paddy(Common),Paddy,FAQ,01/09/2026,2500,2700,2650
Andhra Pradesh,Palnadu,Ipur APMC,Cotton,Other,FAQ,01/09/2026,7000,7450,7100
Rajasthan,Rajsamand,Rajsamand APMC,Tomato,Tomato,FAQ,01/09/2026,2000,2500,2250
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Cabbage,Other,Grade A,01/09/2026,1500,2500,2000
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Cucumbar(Kheera),Cucumbar,Grade A,01/09/2026,2000,3000,2500
Keralam,Alappuzha,Harippad Market,Banana - Green,Other,FAQ,01/09/2026,8000,8500,8000
Keralam,Alappuzha,Harippad Market,Bitter gourd,Other,FAQ,01/09/2026,7000,7500,7000
Keralam,Alappuzha,Harippad Market,Beetroot,Beetroot,FAQ,01/09/2026,6000,6500,6000
Keralam,Alappuzha,Harippad Market,Carrot,Other,FAQ,01/09/2026,8000,8500,8000
Bihar,Muzaffarpur,Bhagwanpur Mandi APMC,Cauliflower,African Sarson,Grade A,01/09/2026,6600,6600,6600
Bihar,Muzaffarpur,Bhagwanpur Mandi APMC,Onion,Medium,Grade A,01/09/2026,4400,4400,4400
Keralam,Ernakulam,Piravam Market,Beetroot,Beetroot,Local,01/09/2026,7500,9000,8500
Keralam,Ernakulam,Piravam Market,Bottle gourd,Bottle Gourd,Local,01/09/2026,2000,3800,3000
Punjab,Amritsar,Ajnala APMC,Green Chilli,Green Chilly,Local,01/09/2026,1000,1000,1000
Punjab,Amritsar,Rayya APMC,Bhindi(Ladies Finger),Bhindi,FAQ,01/09/2026,692,692,692
Punjab,Amritsar,Rayya APMC,Green Chilli,Green Chilly,FAQ,01/09/2026,1080,1080,1080
Uttar Pradesh,Hathras,Shadabad APMC,Bottle gourd,Bottle Gourd,Small,01/09/2026,600,700,650
Punjab,Amritsar,Rayya APMC,Ridgeguard(Tori),Other,FAQ,01/09/2026,2055,2055,2055
Andhra Pradesh,Tirupathi,Srikalahasti APMC,Paddy(Common),Paddy Medium,Local,01/09/2026,2300,2600,2450
Andhra Pradesh,Tirupathi,Srikalahasti APMC,Groundnut,Local,Local,01/09/2026,6500,6800,6650
Andhra Pradesh,Kakinada,Pithapuram APMC,Paddy(Common),B P T,FAQ,01/09/2026,2369,2389,2379
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Mousambi(Sweet Lime),Mousambi,Grade A,01/09/2026,3000,4500,3500
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Bhindi(Ladies Finger),Bhindi,Grade A,01/09/2026,2000,3000,2500
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Brinjal,Brinjal,Grade A,01/09/2026,1000,1500,1200
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Green Chilli,Green Chilly,Grade A,01/09/2026,3000,4500,4000
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Grade A,01/09/2026,1000,2000,1500
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Potato,Other,Grade A,01/09/2026,600,800,700
Keralam,Alappuzha,Harippad Market,Capsicum,Capsicum,FAQ,01/09/2026,9000,9500,9000
Bihar,Muzaffarpur,Bhagwanpur Mandi APMC,Brinjal,Arkasheela Mattigulla,Grade A,01/09/2026,1700,1700,1700
Bihar,Muzaffarpur,Bhagwanpur Mandi APMC,Potato,Jyoti,Grade A,01/09/2026,1100,1100,1100
Keralam,Ernakulam,Piravam Market,Banana - Green,Banana - Green,Local,01/09/2026,7000,9000,8000
Bihar,Muzaffarpur,Bhagwanpur Mandi APMC,Potato,Red Nanital,Grade B,01/09/2026,1100,1100,1100
Andhra Pradesh,Dr.B.R.A.Konaseema,Razole APMC,Coconut,Medium,FAQ,01/09/2026,15600,16000,15600
Punjab,Amritsar,Ajnala APMC,Tomato,Tomato,Local,01/09/2026,2400,2400,2400
Andhra Pradesh,Sri Sathya Sai,Penukonda APMC,Maize,Hybrid/Local,FAQ,01/09/2026,2450,2550,2500
Keralam,Idukki,Munnar Market,Tomato,Other,Medium,01/09/2026,4000,4000,4000
Keralam,Idukki,Munnar Market,Sweet Potato,Other,Medium,01/09/2026,5000,5000,5000
Keralam,Idukki,Munnar Market,Onion,Small,Medium,01/09/2026,7700,7700,7700
Keralam,Idukki,Munnar Market,Mango(Raw-Ripe),Mango - Raw-Ripe,Medium,01/09/2026,7500,7500,7500
Punjab,Amritsar,Rayya APMC,Bitter gourd,Bitter Gourd,FAQ,01/09/2026,1360,1360,1360
Punjab,Amritsar,Rayya APMC,Cauliflower,Local,FAQ,01/09/2026,3181,3181,3181
Punjab,Amritsar,Rayya APMC,Onion,Other,FAQ,01/09/2026,1415,1415,1415
Punjab,Amritsar,Rayya APMC,Tinda,Other,FAQ,01/09/2026,1792,1792,1792
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Brinjal,Brinjal,FAQ,01/09/2026,1450,1500,1480
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Cucumbar(Kheera),Cucumbar,FAQ,01/09/2026,1640,1700,1650
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Pumpkin,Pumpkin,FAQ,01/09/2026,890,910,900
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Raddish,Other,FAQ,01/09/2026,1078,1200,1100
Andhra Pradesh,Prakasam,Darsi APMC,Cotton,Desi,Local,01/09/2026,8000,8100,8100
Andhra Pradesh,Kakinada,Sampara (Kakinada Rural) APMC,Paddy(Common),1001,FAQ,01/09/2026,2369,2389,2379
Andhra Pradesh,Kakinada,Peddapuram APMC,Paddy(Common),1001,FAQ,01/09/2026,2369,2390,2369
Andhra Pradesh,Bapatla,Bapatla APMC,Groundnut,Local,Local,01/09/2026,8000,8500,8250
Rajasthan,Rajsamand,Rajsamand APMC,Onion,Onion,FAQ,01/09/2026,2000,3000,2500
Rajasthan,Rajsamand,Rajsamand APMC,Potato,Potato,FAQ,01/09/2026,1000,1200,1100
Keralam,Alappuzha,Harippad Market,Bhindi(Ladies Finger),Other,FAQ,01/09/2026,5000,5500,5000
