state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Andhra Pradesh,Prakasam,Maddipadu APMC,Bajra(Pearl Millet/Cumbu),Bold,FAQ,07/09/2026,2750,2750,2750
Andhra Pradesh,Prakasam,Maddipadu APMC,Paddy(Common),B P T,FAQ,07/09/2026,2800,2800,2800
Keralam,Kozhikode(Calicut),Mukkom Market,Bhindi(Ladies Finger),Bhindi,FAQ,07/09/2026,5000,5500,5200
Keralam,Kozhikode(Calicut),Mukkom Market,Bottle gourd,Bottle Gourd,FAQ,07/09/2026,3000,3300,3100
Keralam,Kozhikode(Calicut),Mukkom Market,Tomato,Tomato,FAQ,07/09/2026,2000,2300,2100
Gujarat,Rajkot,Jasdan APMC,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,07/09/2026,10000,15500,14500
Gujarat,Rajkot,Jasdan APMC,Ground Nut Seed,Ground Nut Seed,FAQ,07/09/2026,6000,9875,9000
Gujarat,Rajkot,Jasdan APMC,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,07/09/2026,6500,12150,11250
Gujarat,Rajkot,Jasdan APMC,Black Gram(Urd Beans)(Whole),Black Gram (Whole),FAQ,07/09/2026,5500,5500,5500
Gujarat,Rajkot,Jasdan APMC,Green Gram(Moong)(Whole),Green (Whole),FAQ,07/09/2026,3500,7695,7000
Andhra Pradesh,Nandyal,Allagadda APMC,Maize,Local,FAQ,07/09/2026,2050,2200,2150
Odisha,Rayagada,Gunpur APMC,Beetroot,Beetroot,Grade B,07/09/2026,4250,4620,4450
Odisha,Rayagada,Gunpur APMC,Brinjal,Other,Grade B,07/09/2026,3300,3740,3500
Madhya Pradesh,Sidhi,Sidhi APMC,Wheat,Mill Quality,Non-FAQ,07/09/2026,2400,2460,2400
Bihar,Begusarai,Balliah APMC,Potato,Local,Grade B,07/09/2026,1100,1300,1200
Andhra Pradesh,Annamayya,Somala APMC,Tomato,Tomato,FAQ,07/09/2026,1200,1800,1500
Keralam,Alappuzha,Cherthala Market,Brinjal,Brinjal,FAQ,07/09/2026,4000,4200,4100
Keralam,Ernakulam,Thrippunithura Market,Ashgourd,Ashgourd,Medium,07/09/2026,3200,4000,3400
Keralam,Ernakulam,Thrippunithura Market,Banana - Green,Banana - Green,Medium,07/09/2026,550,7000,5700
Keralam,Ernakulam,Thrippunithura Market,Tapioca,Tapioca,Medium,07/09/2026,3500,4000,3700
Keralam,Ernakulam,Thrippunithura Market,Tomato,Tomato,Medium,07/09/2026,4600,5000,4800
Keralam,Kannur,Thalasserry Market,Tomato,Other,FAQ,07/09/2026,2300,3200,2700
Andhra Pradesh,Tirupathi,Railway Koduru APMC,Banana,Medium,Grade A,07/09/2026,1000,1200,1100
Karnataka,Bagalkot,Hungund APMC,Sunflower/Sunflower Seed,Local,FAQ,07/09/2026,7800,7950,7900
Haryana,Sonipat,Ganaur APMC,Brinjal,Brinjal,Medium,07/09/2026,3000,4000,3500
Haryana,Sonipat,Ganaur APMC,Potato,Potato,FAQ,07/09/2026,1000,1500,1200
Haryana,Sonipat,Ganaur APMC,Onion,Onion,FAQ,07/09/2026,4000,4500,4200
Haryana,Sonipat,Ganaur APMC,Cabbage,Cabbage,Medium,07/09/2026,2000,3000,2500
Haryana,Sonipat,Ganaur APMC,Cauliflower,Other,Medium,07/09/2026,5000,6000,5500
Haryana,Sonipat,Ganaur APMC,Peas Wet,Peas Wet,Medium,07/09/2026,10000,12000,10000
Haryana,Sonipat,Ganaur APMC,Coriander(Leaves),Coriander,Medium,07/09/2026,6000,7000,6500
Haryana,Rohtak,Sampla APMC,Brinjal,Other,Local,07/09/2026,2000,2000,2000
Haryana,Rohtak,Sampla APMC,Banana,Other,Local,07/09/2026,2500,2500,2500
Haryana,Rohtak,Sampla APMC,Apple,Apple,Local,07/09/2026,8000,8000,8000
Haryana,Rohtak,Sampla APMC,Cauliflower,Other,Local,07/09/2026,3000,3000,3000
Keralam,Kasargod,Pullur Periya  VFPCK Market,Bitter gourd,Bitter Gourd,Grade A,07/09/2026,4800,5000,4900
Keralam,Kasargod,Pullur Periya  VFPCK Market,Long Melon(Kakri),Long Melon (Kakri),Grade A,07/09/2026,3300,3500,3400
Keralam,Kasargod,Pullur Periya  VFPCK Market,Banana - Green,Banana - Green,Grade A,07/09/2026,5800,6000,5900
Haryana,Mewat,FerozpurZirkha(Nagina) APMC,Cucumbar(Kheera),Cucumbar,Local,07/09/2026,2000,2400,2200
Punjab,Gurdaspur,Dera Baba Nanak APMC,Bhindi(Ladies Finger),Bhindi,Grade A,07/09/2026,828,828,828
Punjab,Gurdaspur,Dera Baba Nanak APMC,Colacasia,Other,Grade B,07/09/2026,1288,1288,1288
Punjab,Gurdaspur,Quadian APMC,Ginger(Green),Other,Grade A,07/09/2026,7800,8000,7900
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi) APMC,Potato,Other,FAQ,07/09/2026,1000,1000,1000
Punjab,Jalandhar,Nakodar APMC,Potato,Potato,Local,07/09/2026,400,400,400
Punjab,Jalandhar,Noor Mehal APMC,Ridgeguard(Tori),Other,Local,07/09/2026,1800,1800,1800
Punjab,Ludhiana,Jagraon APMC,Banana,Other,Grade A,07/09/2026,2200,2200,2200
Punjab,Ludhiana,Jagraon APMC,Pomegranate,Other,Grade A,07/09/2026,8000,8000,8000
Punjab,Ludhiana,Jagraon APMC,Guava,Other,Grade A,07/09/2026,3000,3000,3000
Punjab,Ludhiana,Jagraon APMC,Papaya,Other,Grade A,07/09/2026,3000,3000,3000
Punjab,Ludhiana,Jagraon APMC,Water Melon,Other,Grade A,07/09/2026,1100,1100,1100
Punjab,Ludhiana,Jagraon APMC,Brinjal,Other,FAQ,07/09/2026,800,800,800
Punjab,Ludhiana,Jagraon APMC,French Beans(Frasbean),Other,FAQ,07/09/2026,4100,4100,4100
Punjab,Ludhiana,Jagraon APMC,Onion,Other,FAQ,07/09/2026,2500,2500,2500
Punjab,Ludhiana,Jagraon APMC,Mashrooms,Mashrooms,FAQ,07/09/2026,9200,9200,9200
Punjab,Ludhiana,Jagraon APMC,Pumpkin,Other,FAQ,07/09/2026,550,550,550
Keralam,Kollam,Anchal Market,Amaranthus,Amaranthus,Local,07/09/2026,4200,4200,4200
Keralam,Kollam,Anchal Market,Beetroot,Beetroot,Local,07/09/2026,3300,3300,3300
Keralam,Kollam,Anchal Market,Capsicum,Capsicum,Local,07/09/2026,5600,5600,5600
Keralam,Kollam,Anchal Market,Bitter gourd,Bitter Gourd,Local,07/09/2026,7300,7300,7300
Keralam,Kollam,Anchal Market,Cucumbar(Kheera),Cucumbar,Local,07/09/2026,2800,2800,2800
Keralam,Kollam,Anchal Market,Onion,Big,Local,07/09/2026,4000,4000,4000
Keralam,Kollam,Anchal Market,Tomato,Tomato,Local,07/09/2026,4600,4600,4600
Keralam,Kollam,Anchal Market,Banana,Palayamthodan,Medium,07/09/2026,3900,3900,3900
Keralam,Kollam,Anchal Market,Tapioca,Other,Local,07/09/2026,3400,3400,3400
Keralam,Kollam,Anchal Market,Banana,Robusta,Medium,07/09/2026,4300,4300,4300
Keralam,Kollam,Anchal Market,Banana,Red Banana,Medium,07/09/2026,7400,7400,7400
Rajasthan,Kota,Kota APMC,Wheat,Local,Local,07/09/2026,2650,2650,2650
Rajasthan,Kota,Kota APMC,Garlic,Other,Local,07/09/2026,13000,13000,13000
