state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Keralam,Malappuram,Moothedam  VFPCK Market,Banana,Nendra Bale,Grade Range-1,30/08/2026,5100,5300,5200
Tripura,North Tripura,Dasda APMC,Onion,Onion,FAQ,30/08/2026,4400,4600,4500
Keralam,Kottayam,Pampady Market,Cauliflower,Cauliflower,FAQ,30/08/2026,5000,6000,5500
Tripura,North Tripura,Dasda APMC,Rice,Other,FAQ,30/08/2026,3250,3350,3300
Keralam,Thirssur,Marottichal  VFPCK Market,Banana,Nendra Bale,Grade A,30/08/2026,6000,7200,7000
Tripura,Dhalai,Kulai APMC,Tomato,Other,Grade B,30/08/2026,5500,6000,5700
Keralam,Kottayam,Pampady Market,Cabbage,Cabbage,FAQ,30/08/2026,4000,5000,4500
Andhra Pradesh,Kakinada,Pithapuram APMC,Paddy(Common),B P T,FAQ,30/08/2026,2369,2389,2379
Andhra Pradesh,Kakinada,Sampara (Kakinada Rural) APMC,Paddy(Common),1001,FAQ,30/08/2026,2369,2389,2379
Andhra Pradesh,YSR Kadapa,Simhadhripuram APMC,Maize,Hybrid/Local,FAQ,30/08/2026,2100,2400,2250
Keralam,Kottayam,Pampady Market,Brinjal,Brinjal,FAQ,30/08/2026,3500,4500,4000
Keralam,Kottayam,Pampady Market,Ashgourd,Ashgourd,FAQ,30/08/2026,2500,3500,3000
Andhra Pradesh,Dr.B.R.A.Konaseema,Razole APMC,Coconut,Medium,FAQ,30/08/2026,15600,16000,15600
Keralam,Kottayam,Pampady Market,Drumstick,Drumstick,FAQ,30/08/2026,8000,9000,8500
Keralam,Malappuram,Chungathara VFPCK Market,Banana,Nendra Bale,Grade Range-1,30/08/2026,5100,5300,5200
Tripura,North Tripura,Dasda APMC,Potato,Other,FAQ,30/08/2026,1350,1450,1400
Tripura,North Tripura,Dasda APMC,Brinjal,Round/Long,FAQ,30/08/2026,2700,2800,2750
Keralam,Kottayam,Pampady Market,Bitter gourd,Bitter Gourd,FAQ,30/08/2026,5000,6000,5500
Tripura,Dhalai,Kulai APMC,Green Chilli,Green Chilly,Grade B,30/08/2026,24000,25000,24500
Keralam,Kottayam,Pampady Market,Banana - Green,Banana - Green,FAQ,30/08/2026,5500,6500,6000
Keralam,Kottayam,Pampady Market,Beetroot,Beetroot,FAQ,30/08/2026,3500,4500,4000
Keralam,Kottayam,Pampady Market,Cucumbar(Kheera),Cucumbar,FAQ,30/08/2026,2500,4500,3500
Andhra Pradesh,Kakinada,Peddapuram APMC,Paddy(Common),1001,FAQ,30/08/2026,2369,2390,2369
Andhra Pradesh,Kakinada,Kakinada (Urban) APMC,Paddy(Common),Common,FAQ,30/08/2026,2369,2390,2375
Tripura,Dhalai,Kulai APMC,Potato,Other,Grade B,30/08/2026,1600,2000,1800
Rajasthan,Jodhpur,Jodhpur (Grain) APMC,Cummin Seed(Jeera),Other,Local,30/08/2026,16700,20990,19000
Tripura,Dhalai,Kulai APMC,Ashgourd,Ashgourd,Grade B,30/08/2026,3000,3500,3300
Keralam,Kottayam,Pampady Market,Bhindi(Ladies Finger),Bhindi,FAQ,30/08/2026,4500,5500,5000
Keralam,Kottayam,Pampady Market,Amaranthus,Amaranthus,FAQ,30/08/2026,3000,4500,3500
Keralam,Kottayam,Pampady Market,Cowpea(Veg),Cowpea (Veg),FAQ,30/08/2026,6000,7000,6500
Tripura,Dhalai,Kulai APMC,Ridgeguard(Tori),Ridgeguard(Tori),Grade B,30/08/2026,5500,6000,5800
Keralam,Kottayam,Pampady Market,Colacasia,Other,FAQ,30/08/2026,4500,5500,5000
