state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Andhra Pradesh,Srikakulam,Kanchili APMC,Paddy(Common),1001,FAQ,17/09/2026,2400,2400,2400
Andhra Pradesh,Prakasam,Maddipadu APMC,Bengal Gram(Gram)(Whole),Gulabi,FAQ,17/09/2026,6000,6000,6000
Andhra Pradesh,Palnadu,Ipur APMC,Cotton,Cotton (Unginned),FAQ,17/09/2026,7000,8000,7400
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Onion,Other,Grade A,17/09/2026,3000,4000,3500
Punjab,Hoshiarpur,Mukerian(Talwara) APMC,Onion,Onion,FAQ,17/09/2026,4000,5000,4500
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Potato,Other,Grade A,17/09/2026,550,650,600
Punjab,Hoshiarpur,Mukerian(Talwara) APMC,Potato,Potato,FAQ,17/09/2026,800,1600,1200
Punjab,Ludhiana,Sahnewal APMC,Cauliflower,Cauliflower,FAQ,17/09/2026,3500,3500,3500
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Cauliflower,Cauliflower,Grade A,17/09/2026,3000,4000,3500
Punjab,Ludhiana,Sahnewal APMC,Brinjal,Brinjal,FAQ,17/09/2026,2500,2500,2500
Punjab,Ludhiana,Sahnewal APMC,Cucumbar(Kheera),Cucumbar,FAQ,17/09/2026,2500,2500,2500
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Grade A,17/09/2026,2000,3000,2500
Telangana,Siddipet,Vantamamidi APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,17/09/2026,1200,2000,1600
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Guava,Other,Grade A,17/09/2026,2000,3000,2500
Keralam,Kollam,Keralapuram VFPCK Market,Elephant Yam(Suran)/Amorphophallus,Amorphophallus,Grade A,17/09/2026,4000,4000,4000
Telangana,Siddipet,Vantamamidi APMC,Groundnut pods(raw),Groundnut pods (raw),Local,17/09/2026,4500,4500,4500
Andhra Pradesh,Kakinada,Peddapuram APMC,Paddy(Common),1001,FAQ,17/09/2026,2369,2400,2390
Andhra Pradesh,Kakinada,Prattipadu APMC,Paddy(Common),1001,FAQ,17/09/2026,2369,2389,2379
