state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Keralam,Alappuzha,Harippad Market,Cauliflower,Cauliflower,FAQ,04/07/2026,4500,5000,4500
Keralam,Alappuzha,Harippad Market,Capsicum,Capsicum,FAQ,04/07/2026,9000,9500,9000
Manipur,Imphal East,Lamlong Bazaar APMC,Ginger(Green),Green Ginger,Local,04/07/2026,7500,8000,7750
Manipur,Imphal East,Lamlong Bazaar APMC,Red gram split/Arhar dal/Tur dal,Arhar Dal(Tur),FAQ,04/07/2026,14000,15000,14500
Manipur,Imphal East,Lamlong Bazaar APMC,Green Gram Dal(Moong Dal),Green Gram Dal,FAQ,04/07/2026,12000,13000,12500
Manipur,Imphal East,Lamlong Bazaar APMC,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,04/07/2026,7500,8000,7750
Nagaland,Mokokchung,Mangkolemba APMC,Cabbage,Other,FAQ,04/07/2026,2400,2600,2500
Manipur,Imphal East,Lamlong Bazaar APMC,Black Gram Dal(Urd Dal),Black Gram Dal,FAQ,04/07/2026,13000,14000,13500
Madhya Pradesh,Dhar,Kukshi(F&V) APMC,Coriander(Leaves),Coriander,Grade A,04/07/2026,1400,3700,2600
Nagaland,Mokokchung,Mokokchung Town APMC,Brinjal,Other,FAQ,04/07/2026,4400,4600,4500
Madhya Pradesh,Dhar,Kukshi(F&V) APMC,Green Chilli,Green Chilly,Grade A,04/07/2026,1600,3400,2400
Punjab,Amritsar,Rayya APMC,Tinda,Other,FAQ,04/07/2026,1837,1837,1837
Bihar,Sheikhpura,Barbigha APMC,Cucumbar(Kheera),Cucumbar,FAQ,04/07/2026,2800,2895,2855
Punjab,Amritsar,Rayya APMC,Onion,Other,FAQ,04/07/2026,1556,1556,1556
Keralam,Kottayam,Pampady Market,Little gourd(Kundru),Other,FAQ,04/07/2026,4800,6000,5000
Keralam,Kottayam,Pampady Market,Ashgourd,Ashgourd,FAQ,04/07/2026,2500,3500,3000
Keralam,Kottayam,Pampady Market,Amaranthus,Amaranthus,FAQ,04/07/2026,3000,4500,3500
Keralam,Alappuzha,Harippad Market,Brinjal,Brinjal,FAQ,04/07/2026,6000,6500,6000
Keralam,Alappuzha,Harippad Market,Bhindi(Ladies Finger),Other,FAQ,04/07/2026,4500,5000,4500
Punjab,Tarntaran,Tarantaran APMC,Potato,Other,Local,04/07/2026,900,900,900
Haryana,Gurgaon,Gurgaon APMC,Tomato,Other,Grade A,04/07/2026,1000,2000,1500
Madhya Pradesh,Dhar,Kukshi(F&V) APMC,Bitter gourd,Bitter Gourd,Grade A,04/07/2026,1200,2100,1500
Nagaland,Mokokchung,Mokokchung Town APMC,Bitter gourd,Other,FAQ,04/07/2026,5100,5300,5200
Madhya Pradesh,Dhar,Kukshi(F&V) APMC,Brinjal,Brinjal,Grade A,04/07/2026,400,1100,800
Madhya Pradesh,Dhar,Kukshi(F&V) APMC,Bottle gourd,Bottle Gourd,Grade A,04/07/2026,600,1500,1000
Madhya Pradesh,Dhar,Kukshi(F&V) APMC,Tomato,Tomato,Grade A,04/07/2026,1500,2700,2300
Punjab,Amritsar,Rayya APMC,Cucumbar(Kheera),Cucumbar,FAQ,04/07/2026,935,935,935
Punjab,Amritsar,Rayya APMC,Bhindi(Ladies Finger),Bhindi,FAQ,04/07/2026,724,724,724
Andhra Pradesh,Kakinada,Kakinada (Urban) APMC,Paddy(Common),B P T,FAQ,04/07/2026,2600,2600,2600
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Cucumbar(Kheera),Cucumbar,FAQ,04/07/2026,1000,1030,1015
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Bottle gourd,Bottle Gourd,FAQ,04/07/2026,1200,1240,1220
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Bhindi(Ladies Finger),Bhindi,FAQ,04/07/2026,2450,2500,2475
Keralam,Kottayam,Pampady Market,Ginger(Green),Green Ginger,FAQ,04/07/2026,20000,25000,23000
Keralam,Kottayam,Pampady Market,Green Chilli,Green Chilly,FAQ,04/07/2026,7000,8000,7500
Keralam,Kottayam,Pampady Market,Onion,Big,FAQ,04/07/2026,2600,3000,2800
Keralam,Alappuzha,Harippad Market,Bottle gourd,Other,FAQ,04/07/2026,2000,2500,2000
Keralam,Alappuzha,Harippad Market,Banana - Green,Other,FAQ,04/07/2026,5000,5500,5000
Keralam,Alappuzha,Harippad Market,Ashgourd,Other,FAQ,04/07/2026,3800,4300,3800
Keralam,Thirssur,Annamanada  VFPCK Market,Banana,Nendra Bale,Grade A,04/07/2026,3500,4900,4100
Punjab,Tarntaran,Tarantaran APMC,Cauliflower,Other,Local,04/07/2026,2500,2500,2500
Manipur,Imphal East,Lamlong Bazaar APMC,Dry Chillies,Dry Chillies,FAQ,04/07/2026,23000,25000,24000
Keralam,Alappuzha,Harippad Market,Carrot,Other,FAQ,04/07/2026,7000,7500,7000
Manipur,Imphal East,Lamlong Bazaar APMC,Pineapple,Other,Local,04/07/2026,2000,3000,2500
Punjab,Tarntaran,Tarantaran APMC,Bhindi(Ladies Finger),Other,Local,04/07/2026,2400,2400,2400
Manipur,Imphal East,Lamlong Bazaar APMC,Paddy(Common),Other,Local,04/07/2026,3000,3000,3000
Nagaland,Mokokchung,Mangkolemba APMC,Bitter gourd,Other,FAQ,04/07/2026,5100,5300,5200
Manipur,Imphal East,Lamlong Bazaar APMC,Rice,Other,Local,04/07/2026,5100,5100,5100
Madhya Pradesh,Dhar,Kukshi(F&V) APMC,Spinach,Spinach,Grade A,04/07/2026,600,1500,1000
Nagaland,Mokokchung,Mokokchung Town APMC,Chow Chow,Other,FAQ,04/07/2026,1500,1700,1600
Madhya Pradesh,Dhar,Kukshi(F&V) APMC,Bhindi(Ladies Finger),Bhindi,Grade A,04/07/2026,1100,2600,1700
Bihar,Sheikhpura,Barbigha APMC,Brinjal,Arkasheela Mattigulla,FAQ,04/07/2026,2700,2795,2755
Punjab,Amritsar,Rayya APMC,Ridgeguard(Tori),Other,FAQ,04/07/2026,2135,2135,2135
Punjab,Amritsar,Rayya APMC,Bitter gourd,Bitter Gourd,FAQ,04/07/2026,1407,1407,1407
Uttar Pradesh,Hathras,Shadabad APMC,Raddish,Raddish,Small,04/07/2026,800,900,850
Uttar Pradesh,Hathras,Shadabad APMC,Bottle gourd,Bottle Gourd,Small,04/07/2026,800,900,850
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Pointed gourd(Parval),Pointed gourd (Parval),FAQ,04/07/2026,3100,3135,3115
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Pumpkin,Pumpkin,FAQ,04/07/2026,870,910,890
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Raddish,Raddish,FAQ,04/07/2026,1440,1480,1460
