state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Haryana,Gurgaon,Gurgaon APMC,Tomato,Other,Grade B,07/08/2026,1000,2000,1500
West Bengal,Uttar Dinajpur,Raiganj APMC,Potato,Other,FAQ,07/08/2026,650,700,680
Haryana,Gurgaon,Gurgaon APMC,Plum,Other,Grade B,07/08/2026,8000,10000,9000
Punjab,Hoshiarpur,Mukerian(Talwara) APMC,Capsicum,Capsicum,FAQ,07/08/2026,5000,6000,5500
Andhra Pradesh,Srikakulam,Palasa APMC,Paddy(Common),Common,FAQ,07/08/2026,2369,2369,2369
Andhra Pradesh,Srikakulam,Kanchili APMC,Paddy(Common),1001,FAQ,07/08/2026,2400,2400,2400
Andhra Pradesh,Kakinada,Pithapuram APMC,Paddy(Common),1001,FAQ,07/08/2026,2369,2389,2379
Uttar Pradesh,Hathras,Shadabad APMC,Raddish,Raddish,Small,07/08/2026,800,900,850
Andhra Pradesh,Chittor,Penumuru APMC,Gur(Jaggery),NO 3,Grade Range-3,07/08/2026,1500,2000,1750
Punjab,Amritsar,Rayya APMC,Green Chilli,Green Chilly,FAQ,07/08/2026,1110,1110,1110
Punjab,Amritsar,Rayya APMC,Cauliflower,Local,FAQ,07/08/2026,3215,3215,3215
Punjab,Amritsar,Rayya APMC,Bitter gourd,Bitter Gourd,FAQ,07/08/2026,1378,1378,1378
Andhra Pradesh,YSR Kadapa,Mydukur APMC,Paddy(Common),Masuri,Local,07/08/2026,2300,2500,2400
Andhra Pradesh,Palnadu,Narasaraopet APMC,Green Gram(Moong)(Whole),Local (Whole),FAQ,07/08/2026,7000,7000,7000
Keralam,Idukki,Kattappana Market,Banana,Nendra Bale,Medium,07/08/2026,5000,5600,5500
West Bengal,Uttar Dinajpur,Raiganj APMC,Brinjal,Round/Long,FAQ,07/08/2026,4100,4500,4300
Haryana,Gurgaon,Gurgaon APMC,Apple,Apple,Grade B,07/08/2026,5000,10000,7500
Punjab,Hoshiarpur,Mukerian(Talwara) APMC,Brinjal,Brinjal,FAQ,07/08/2026,1800,2600,2200
Andhra Pradesh,Palnadu,Gurazala APMC,Chili Red,Red,Local,07/08/2026,15000,23000,19500
Punjab,Amritsar,Rayya APMC,Tomato,Other,FAQ,07/08/2026,712,712,712
Punjab,Amritsar,Rayya APMC,Onion,Other,FAQ,07/08/2026,1400,1400,1400
Uttar Pradesh,Hathras,Shadabad APMC,Brinjal,Brinjal,Small,07/08/2026,800,900,850
Andhra Pradesh,Ananthapuramu,Gooti APMC,Groundnut,Local,Grade Range-1,07/08/2026,3809,7370,6579
Andhra Pradesh,Kakinada,Jaggampet APMC,Paddy(Common),Common,FAQ,07/08/2026,2369,2380,2369
Andhra Pradesh,Palnadu,Narasaraopet APMC,Red gram/Arhar/Tur(whole),Local,FAQ,07/08/2026,8000,8000,8000
Andhra Pradesh,Palnadu,Narasaraopet APMC,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,07/08/2026,6000,6000,6000
Andhra Pradesh,Palnadu,Narasaraopet APMC,Cotton,Bunny,FAQ,07/08/2026,8000,8000,8000
