state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Haryana,Gurgaon,Gurgaon APMC,Banana,Other,Grade B,25/07/2026,2000,4000,3000
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Mango,Dusheri,Grade B,25/07/2026,3310,3330,3320
Andaman and Nicobar,North and Middle Andaman ,Diglipur Vegetable Market (Subhashgram),Amaranthus,Other,FAQ,25/07/2026,2000,4000,3000
Haryana,Gurgaon,Gurgaon APMC,Plum,Other,Grade B,25/07/2026,8000,10000,9000
Andhra Pradesh,Kakinada,Kakinada (Urban) APMC,Paddy(Common),B P T,FAQ,25/07/2026,2389,2600,2550
Andhra Pradesh,Srikakulam,Kanchili APMC,Paddy(Common),1001,FAQ,25/07/2026,2400,2400,2400
Haryana,Gurgaon,Gurgaon APMC,Mango,Other,Grade C,25/07/2026,3000,5000,4000
Andhra Pradesh,Srikakulam,Palasa APMC,Cashewnuts,320 Counts,Local,25/07/2026,15000,15000,15000
Andaman and Nicobar,North and Middle Andaman ,Diglipur Vegetable Market (Subhashgram),Cowpea(Veg),Cowpea (Veg),FAQ,25/07/2026,3000,6000,4500
Andaman and Nicobar,North and Middle Andaman ,Diglipur Vegetable Market (Subhashgram),Banana - Green,Other,FAQ,25/07/2026,2000,4000,3000
Andhra Pradesh,Kakinada,Pithapuram APMC,Paddy(Common),B P T,FAQ,25/07/2026,2369,2389,2379
Andhra Pradesh,Srikakulam,Palasa APMC,Paddy(Common),Common,FAQ,25/07/2026,2369,2369,2369
Bihar,East Champaran/ Motihari,Chakia APMC,Brinjal,Arkasheela Mattigulla,Grade A,25/07/2026,2300,2500,2400
Andaman and Nicobar,North and Middle Andaman ,Diglipur Vegetable Market (Subhashgram),Brinjal,Other,FAQ,25/07/2026,6000,12000,8000
Andaman and Nicobar,North and Middle Andaman ,Diglipur Vegetable Market (Subhashgram),Coriander(Leaves),Local,FAQ,25/07/2026,20000,30000,25000
Andhra Pradesh,YSR Kadapa,Siddavatam APMC,Papaya,Papaya,Grade B,25/07/2026,1200,1400,1300
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bitter gourd,Bitter Gourd,FAQ,25/07/2026,1999,2100,2000
Andaman and Nicobar,North and Middle Andaman ,Diglipur Vegetable Market (Subhashgram),Bitter gourd,Other,FAQ,25/07/2026,4000,8000,6000
Andaman and Nicobar,North and Middle Andaman ,Diglipur Vegetable Market (Subhashgram),Bottle gourd,Other,FAQ,25/07/2026,4000,8000,6000
Andaman and Nicobar,North and Middle Andaman ,Diglipur Vegetable Market (Subhashgram),Ashgourd,Other,FAQ,25/07/2026,2500,5000,3500
Bihar,East Champaran/ Motihari,Chakia APMC,Bhindi(Ladies Finger),Bhindi,Grade A,25/07/2026,1100,1300,1200
Andhra Pradesh,YSR Kadapa,Mydukur APMC,Paddy(Common),Sona Mahsuri,Local,25/07/2026,2300,2500,2400
