state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Haryana,Gurgaon,Gurgaon APMC,Cabbage,Other,Grade A,09/09/2026,800,1200,1000
Haryana,Gurgaon,Gurgaon APMC,Bottle gourd,Other,Grade B,09/09/2026,1000,2000,1500
Andhra Pradesh,Ananthapuramu,Gooti APMC,Red gram/Arhar/Tur(whole),Local,Grade Range-1,09/09/2026,5480,7050,6350
Andhra Pradesh,Ananthapuramu,Gooti APMC,Groundnut,Local,Grade Range-1,09/09/2026,4499,6980,5697
Andhra Pradesh,Ananthapuramu,Gooti APMC,Cotton,Bramha,Grade Range-1,09/09/2026,5000,9939,9669
Rajasthan,Jalore,Jalore APMC,Cluster beans,Other,Local,09/09/2026,4000,4500,4300
Rajasthan,Jalore,Jalore APMC,Cucumbar(Kheera),Cucumbar,Local,09/09/2026,1200,1500,1300
Uttarakhand,Haridwar,Roorkee APMC,Brinjal,Other,Local,09/09/2026,800,1000,900
Andhra Pradesh,Kakinada,Peddapuram APMC,Paddy(Common),1001,FAQ,09/09/2026,2369,2390,2369
Andhra Pradesh,YSR Kadapa,Kamalapuram APMC,Groundnut,Local,Local,09/09/2026,7550,7550,7550
Punjab,Amritsar,Rayya APMC,Ridgeguard(Tori),Other,FAQ,09/09/2026,2050,2050,2050
Telangana,Karimnagar,"Weekly Market Area,RBZ APMC",Carrot,Other,Local,09/09/2026,5000,5000,5000
Telangana,Karimnagar,"Weekly Market Area,RBZ APMC",Cabbage,Other,Local,09/09/2026,1100,6500,1300
Telangana,Karimnagar,"Weekly Market Area,RBZ APMC",Bhindi(Ladies Finger),Other,Local,09/09/2026,2000,3500,2000
Andhra Pradesh,Palnadu,Gurazala APMC,Chili Red,Red,Local,09/09/2026,16000,23000,20000
Tripura,North Tripura,Dasda APMC,Rice,Other,FAQ,09/09/2026,3200,3300,3250
Tripura,North Tripura,Dasda APMC,Onion,Onion,FAQ,09/09/2026,4800,5000,4900
Haryana,Gurgaon,Gurgaon APMC,Brinjal,Brinjal,Grade B,09/09/2026,1000,2000,1500
Andhra Pradesh,Srikakulam,Hiramandalam APMC,Maize,Medium,Local,09/09/2026,2200,2200,2200
Rajasthan,Jalore,Jalore APMC,Tinda,Tinda,Local,09/09/2026,1800,2000,1900
Rajasthan,Jalore,Jalore APMC,Green Chilli,Green Chilly,Local,09/09/2026,1400,1800,1500
Rajasthan,Jalore,Jalore APMC,Bhindi(Ladies Finger),Bhindi,Local,09/09/2026,1200,1500,1300
Uttarakhand,Haridwar,Roorkee APMC,Bhindi(Ladies Finger),Other,Local,09/09/2026,1000,1500,1300
Odisha,Sundergarh,Panposh APMC,Tomato,Hybrid,FAQ,09/09/2026,2500,3500,3200
Uttarakhand,Haridwar,Roorkee APMC,Bottle gourd,Other,Local,09/09/2026,650,850,750
Andhra Pradesh,Kakinada,Sampara (Kakinada Rural) APMC,Paddy(Common),1001,FAQ,09/09/2026,2369,2389,2379
Andhra Pradesh,Bapatla,Vemuru APMC,Maize,Hybrid/Local,Grade Range-3,09/09/2026,2400,2600,2500
Uttar Pradesh,Hathras,Shadabad APMC,Raddish,Raddish,Small,09/09/2026,600,700,650
Punjab,Amritsar,Rayya APMC,Potato,Other,FAQ,09/09/2026,635,635,635
Punjab,Amritsar,Rayya APMC,Tomato,Other,FAQ,09/09/2026,715,715,715
Punjab,Amritsar,Rayya APMC,Bitter gourd,Bitter Gourd,FAQ,09/09/2026,1357,1357,1357
