state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
West Bengal,Bankura,Bishnupur(Bankura) APMC,Bottle gourd,Bottle Gourd,FAQ,18/07/2026,1250,1800,1500
Punjab,Amritsar,Rayya APMC,Cucumbar(Kheera),Cucumbar,FAQ,18/07/2026,925,925,925
West Bengal,Bankura,Khatra APMC,Bottle gourd,Bottle Gourd,FAQ,18/07/2026,1200,1700,1500
Punjab,Amritsar,Rayya APMC,Brinjal,Brinjal,FAQ,18/07/2026,503,503,503
Punjab,Amritsar,Rayya APMC,Potato,Other,FAQ,18/07/2026,660,660,660
Punjab,Amritsar,Rayya APMC,Raddish,Other,FAQ,18/07/2026,2139,2139,2139
Punjab,Amritsar,Rayya APMC,Onion,Other,FAQ,18/07/2026,1545,1545,1545
Punjab,Amritsar,Rayya APMC,Tinda,Other,FAQ,18/07/2026,1821,1821,1821
Punjab,Amritsar,Rayya APMC,Tomato,Other,FAQ,18/07/2026,728,728,728
Punjab,Amritsar,Rayya APMC,Ridgeguard(Tori),Other,FAQ,18/07/2026,2113,2113,2113
Punjab,Amritsar,Rayya APMC,Cauliflower,Other,FAQ,18/07/2026,1135,1135,1135
Punjab,Amritsar,Rayya APMC,Bitter gourd,Bitter Gourd,FAQ,18/07/2026,1392,1392,1392
Punjab,Amritsar,Rayya APMC,Bhindi(Ladies Finger),Bhindi,FAQ,18/07/2026,715,715,715
