state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Andhra Pradesh,Kakinada,Karapa APMC,Paddy(Common),1001,FAQ,31/07/2026,2361,2369,2365
Andhra Pradesh,Palnadu,Ipur APMC,Rice,B P T,FAQ,31/07/2026,5500,5750,5600
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bitter gourd,Bitter Gourd,FAQ,31/07/2026,1999,2100,2000
Keralam,Idukki,Munnar Market,Ginger(Green),Other,Medium,31/07/2026,12000,12000,12000
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Cucumbar(Kheera),Cucumbar,FAQ,31/07/2026,1551,1590,1558
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Mango,Dusheri,Grade B,31/07/2026,3340,3390,3370
Keralam,Idukki,Munnar Market,Onion,Big,Medium,31/07/2026,4000,4000,4000
Andhra Pradesh,Alluri Sitharama Raju,Chintapally APMC,Turmeric,Finger,FAQ,31/07/2026,13000,14000,13500
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bhindi(Ladies Finger),Bhindi,FAQ,31/07/2026,1480,1500,1490
Keralam,Idukki,Munnar Market,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Medium,31/07/2026,6900,6900,6900
Keralam,Idukki,Munnar Market,Mint(Pudina),Mint(Pudina),Medium,31/07/2026,9000,9000,9000
Andhra Pradesh,Ananthapuramu,Gooti APMC,Cotton,Bramha,Grade Range-1,31/07/2026,8500,9889,9501
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Banana,Medium,Grade B,31/07/2026,3780,3795,3790
Keralam,Idukki,Munnar Market,Mango(Raw-Ripe),Mango - Raw-Ripe,Medium,31/07/2026,6000,6000,6000
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Guava,Guava,Grade B,31/07/2026,4333,4500,4350
Keralam,Idukki,Munnar Market,Indian Beans(Seam),Indian Beans (Seam),Medium,31/07/2026,6500,6500,6500
Keralam,Idukki,Munnar Market,Little gourd(Kundru),Little gourd (Kundru),Medium,31/07/2026,6000,6000,6000
Keralam,Idukki,Munnar Market,Onion Green,Onion Green,Medium,31/07/2026,4500,4500,4500
Andhra Pradesh,Palnadu,Ipur APMC,Paddy(Common),Paddy,FAQ,31/07/2026,2350,2600,2450
Andhra Pradesh,Kakinada,Kakinada (Urban) APMC,Paddy(Common),B P T,FAQ,31/07/2026,2389,2600,2550
Andhra Pradesh,Vijayanagaram,Chipurupalli APMC,Maize,Local,FAQ,31/07/2026,4800,4800,4800
Andhra Pradesh,Ananthapuramu,Gooti APMC,Groundnut,Local,Grade Range-1,31/07/2026,3519,5980,5576
Keralam,Ernakulam,Kunnukara  VFPCK Market,Banana,Nendra Bale,Grade A,31/07/2026,5700,5900,5800
Keralam,Idukki,Munnar Market,Green Chilli,Other,Medium,31/07/2026,6800,6800,6800
Keralam,Idukki,Munnar Market,Groundnut pods(raw),Other,Medium,31/07/2026,6500,6500,6500
Andhra Pradesh,YSR Kadapa,Mydukur APMC,Paddy(Common),Masuri,Local,31/07/2026,2300,2500,2400
Andhra Pradesh,Kakinada,Pithapuram APMC,Paddy(Common),1001,FAQ,31/07/2026,2369,2389,2379
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Apple,Apple,Grade B,31/07/2026,8890,8900,8895
Keralam,Idukki,Munnar Market,Onion,Small,Medium,31/07/2026,6800,6800,6800
Keralam,Idukki,Munnar Market,Garlic,Other,Local,31/07/2026,15000,15000,15000
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Brinjal,Brinjal,FAQ,31/07/2026,1386,1390,1389
Andhra Pradesh,Ananthapuramu,Gooti APMC,Red gram/Arhar/Tur(whole),Local,Grade Range-1,31/07/2026,3689,5697,4875
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bottle gourd,Bottle Gourd,FAQ,31/07/2026,1166,1190,1180
Keralam,Idukki,Munnar Market,Green Avare(W),Green Avare (W),Medium,31/07/2026,6500,6500,6500
Keralam,Idukki,Munnar Market,Lemon,Other,Medium,31/07/2026,6000,6000,6000
