state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Banana,Medium,Grade B,08/09/2026,3950,4000,3980
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bottle gourd,Bottle Gourd,FAQ,08/09/2026,1350,1500,1400
Uttarakhand,Haridwar,Roorkee APMC,Brinjal,Other,Local,08/09/2026,800,1000,900
Tripura,South Tripura,Manubazar,Green Chilli,Green Chilly,Grade A,08/09/2026,17000,19000,18000
Tripura,South Tripura,Manubazar,Bhindi(Ladies Finger),Bhindi,Grade A,08/09/2026,4200,4400,4300
Andhra Pradesh,Palnadu,Gurazala APMC,Chili Red,Red,Local,08/09/2026,16000,23000,20500
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Bhindi(Ladies Finger),Bhindi,Grade A,08/09/2026,2000,3000,2500
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Brinjal,Brinjal,Grade A,08/09/2026,1000,1500,1200
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Apple,Other,Grade A,08/09/2026,6000,10000,8000
Punjab,Amritsar,Rayya APMC,Tomato,Other,FAQ,08/09/2026,725,725,725
Punjab,Amritsar,Rayya APMC,Tinda,Other,FAQ,08/09/2026,1788,1788,1788
Punjab,Amritsar,Rayya APMC,Potato,Other,FAQ,08/09/2026,693,693,693
Punjab,Amritsar,Rayya APMC,Onion,Other,FAQ,08/09/2026,1412,1412,1412
Punjab,Amritsar,Rayya APMC,Brinjal,Brinjal,FAQ,08/09/2026,500,500,500
Punjab,Amritsar,Rayya APMC,Bitter gourd,Bitter Gourd,FAQ,08/09/2026,1357,1357,1357
Punjab,Amritsar,Rayya APMC,Bhindi(Ladies Finger),Bhindi,FAQ,08/09/2026,689,689,689
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley APMC,Turmeric,Finger,Grade Range-1,08/09/2026,11500,12000,11950
Uttar Pradesh,Hathras,Shadabad APMC,Brinjal,Brinjal,Small,08/09/2026,600,700,650
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Cucumbar(Kheera),Cucumbar,FAQ,08/09/2026,1700,1790,1750
Uttarakhand,Haridwar,Roorkee APMC,Bhindi(Ladies Finger),Other,Local,08/09/2026,1000,1500,1300
Tripura,South Tripura,Manubazar,Fish,Katla(Big),FAQ,08/09/2026,33000,35000,34000
Tripura,North Tripura,Dasda APMC,Potato,Other,FAQ,08/09/2026,1450,1450,1450
Tripura,South Tripura,Manubazar,Banana - Green,Banana - Green,Grade A,08/09/2026,2300,2500,2400
Odisha,Dhenkanal,Dhenkanal APMC,Bhindi(Ladies Finger),Bhindi,Grade B,08/09/2026,3900,4100,4000
Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,FAQ,08/09/2026,2369,2468,2369
Andhra Pradesh,Ananthapuramu,Rapthadu APMC,Ground Nut Seed,Ground Nut Seed,Grade Range-1,08/09/2026,9500,11500,10500
Andhra Pradesh,Sri Sathya Sai,Gorantla  APMC,Maize,Hybrid/Local,FAQ,08/09/2026,2200,2500,2300
Andhra Pradesh,YSR Kadapa,Yerraguntla APMC,Onion,Local,FAQ,08/09/2026,2600,3000,2800
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Cauliflower,Cauliflower,Grade A,08/09/2026,3000,4000,3500
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Carrot,Other,Grade A,08/09/2026,1500,2200,2000
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Cabbage,Other,Grade A,08/09/2026,1000,2000,1500
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Guava,Other,Grade A,08/09/2026,2000,3000,2500
Punjab,Amritsar,Rayya APMC,Raddish,Other,FAQ,08/09/2026,1976,1976,1976
Punjab,Amritsar,Rayya APMC,Cucumbar(Kheera),Cucumbar,FAQ,08/09/2026,892,892,892
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Paddy(Common),1001,Grade Range-1,08/09/2026,2369,2389,2379
Andhra Pradesh,Kakinada,Pithapuram APMC,Paddy(Common),B P T,FAQ,08/09/2026,2369,2389,2379
Andhra Pradesh,Dr.B.R.A.Konaseema,Razole APMC,Coconut,Medium,FAQ,08/09/2026,18500,19000,18500
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Cauliflower,Cauliflower,FAQ,08/09/2026,2400,2500,2450
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Apple,Apple,Grade B,08/09/2026,9000,9200,9100
Uttarakhand,Haridwar,Roorkee APMC,Potato,Other,Medium,08/09/2026,800,1200,1000
Tripura,South Tripura,Manubazar,Fish,Rahu(Andhra),FAQ,08/09/2026,23000,25000,24000
Uttarakhand,Haridwar,Roorkee APMC,Tomato,Other,Medium,08/09/2026,1200,2200,1600
Uttarakhand,Haridwar,Roorkee APMC,Cucumbar(Kheera),Other,Local,08/09/2026,800,1000,900
Tripura,South Tripura,Manubazar,Potato,Jyoti,Grade A,08/09/2026,1800,2000,1900
Tripura,South Tripura,Manubazar,"Spiny Gourd / Kartali(Kantola)
",Kartali (Kantola),Grade A,08/09/2026,6000,6500,6200
Tripura,South Tripura,Manubazar,Ridgeguard(Tori),Ridgeguard(Tori),Grade A,08/09/2026,6000,7000,6500
Tripura,South Tripura,Manubazar,Brinjal,Other,Grade A,08/09/2026,2700,2900,2800
Tripura,South Tripura,Manubazar,Tomato,Hybrid,Grade A,08/09/2026,4800,5000,4900
Tripura,North Tripura,Dasda APMC,Brinjal,Round/Long,FAQ,08/09/2026,2700,2700,2700
Andhra Pradesh,Prakasam,Maddipadu APMC,Paddy(Common),B P T,FAQ,08/09/2026,2800,2800,2800
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Tomato,Other,Grade A,08/09/2026,2000,2500,2200
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Grade A,08/09/2026,1500,2500,2000
Andhra Pradesh,Kakinada,Sampara (Kakinada Rural) APMC,Paddy(Common),1001,FAQ,08/09/2026,2369,2389,2379
Andhra Pradesh,Kakinada,Jaggampet APMC,Paddy(Common),Common,FAQ,08/09/2026,2369,2380,2369
Punjab,Amritsar,Rayya APMC,Cauliflower,Local,FAQ,08/09/2026,3177,3177,3177
Andhra Pradesh,Alluri Sitharama Raju,Chintapally APMC,Groundnut,Local,FAQ,08/09/2026,6700,7300,7000
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Brinjal,Brinjal,FAQ,08/09/2026,1490,1600,1500
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bitter gourd,Bitter Gourd,FAQ,08/09/2026,2099,2200,2100
Andhra Pradesh,Guntur,Phirangipuram APMC,Cotton,Cotton (Unginned),Local,08/09/2026,7600,8700,8100
Tripura,South Tripura,Manubazar,Fish,Rahu(Local),FAQ,08/09/2026,26000,28000,27000
Uttarakhand,Haridwar,Roorkee APMC,Bitter gourd,Other,Local,08/09/2026,650,850,750
Uttarakhand,Haridwar,Roorkee APMC,Onion,Other,Medium,08/09/2026,2500,4500,3500
Tripura,South Tripura,Manubazar,Sponge gourd,Other,Grade A,08/09/2026,4800,5000,4900
Tripura,South Tripura,Manubazar,Cucumbar(Kheera),Cucumbar,Grade A,08/09/2026,5800,6000,5900
Tripura,South Tripura,Manubazar,Pointed gourd(Parval),Pointed gourd (Parval),Grade A,08/09/2026,6000,6500,6200
Tripura,South Tripura,Manubazar,Colacasia,Colacasia,Grade A,08/09/2026,4700,5000,4800
Tripura,South Tripura,Manubazar,Bottle gourd,Bottle Gourd,Grade A,08/09/2026,2700,2900,2800
Tripura,South Tripura,Manubazar,Amaranthus,Amaranthus,Grade A,08/09/2026,2200,2400,2300
Andhra Pradesh,Prakasam,Maddipadu APMC,Bengal Gram(Gram)(Whole),Gulabi,FAQ,08/09/2026,6000,6000,6000
Andhra Pradesh,Palnadu,Gurazala APMC,Chili Red,Red,Grade Range-1,08/09/2026,17000,28500,25500
Andhra Pradesh,Prakasam,Maddipadu APMC,Bajra(Pearl Millet/Cumbu),Bold,FAQ,08/09/2026,2750,2750,2750
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Green Chilli,Green Chilly,Grade A,08/09/2026,3000,4000,3500
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Potato,Other,Grade A,08/09/2026,600,800,700
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Cucumbar(Kheera),Cucumbar,Grade A,08/09/2026,2000,3500,2500
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Papaya,Papaya,Grade A,08/09/2026,3000,4000,3500
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Mousambi(Sweet Lime),Mousambi,Grade A,08/09/2026,3000,4000,3500
Punjab,Amritsar,Rayya APMC,Ridgeguard(Tori),Other,FAQ,08/09/2026,2050,2050,2050
Punjab,Amritsar,Rayya APMC,Green Chilli,Green Chilly,FAQ,08/09/2026,1071,1071,1071
Andhra Pradesh,Srikakulam,Kanchili APMC,Paddy(Common),1001,FAQ,08/09/2026,2400,2400,2400
Uttar Pradesh,Hathras,Shadabad APMC,Raddish,Raddish,Small,08/09/2026,600,700,650
Uttar Pradesh,Hathras,Shadabad APMC,Bottle gourd,Bottle Gourd,Small,08/09/2026,800,900,850
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Paddy(Common),1001,Grade Range-2,08/09/2026,2369,2389,2379
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bhindi(Ladies Finger),Bhindi,FAQ,08/09/2026,1590,1650,1600
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Banana - Green,Banana - Green,FAQ,08/09/2026,1780,1800,1790
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Guava,Guava,Grade B,08/09/2026,4400,4500,4450
Jammu and Kashmir,Ganderbal,Market Administrative Committee Zazna,Apple,Delicious,Grade A,08/09/2026,8750,10000,9375
Uttarakhand,Haridwar,Roorkee APMC,Cauliflower,Other,Local,08/09/2026,1000,1500,1200
Uttarakhand,Haridwar,Roorkee APMC,Bottle gourd,Other,Local,08/09/2026,650,850,750
Uttarakhand,Haridwar,Roorkee APMC,Apple,Other,Medium,08/09/2026,7500,10000,8500
Tripura,South Tripura,Manubazar,Pumpkin,Pumpkin,Grade A,08/09/2026,2600,2800,2700
Tripura,South Tripura,Manubazar,Raddish,Other,Grade A,08/09/2026,2300,2500,2400
Tripura,South Tripura,Manubazar,Papaya(Raw),Papaya (Raw),Grade A,08/09/2026,2300,2500,2400
Tripura,South Tripura,Manubazar,Onion,1st Sort,Grade A,08/09/2026,5000,5500,5200
Uttarakhand,Haridwar,Roorkee APMC,Banana,Other,Medium,08/09/2026,800,1200,1000
Tripura,North Tripura,Dasda APMC,Rice,Other,FAQ,08/09/2026,3250,3250,3250
Tripura,South Tripura,Manubazar,Cowpea(Veg),Cowpea (Veg),Grade A,08/09/2026,4500,5000,4800
Tripura,North Tripura,Dasda APMC,Onion,Onion,FAQ,08/09/2026,4800,4800,4800
Tripura,South Tripura,Manubazar,Ashgourd,Ashgourd,Grade A,08/09/2026,3000,3500,3200
Andhra Pradesh,Ananthapuramu,Singanamala APMC,Groundnut,Local,Grade Range-1,08/09/2026,6600,7800,7200
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Raddish,Other,Grade A,08/09/2026,1000,2500,1500
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Pumpkin,Other,Grade A,08/09/2026,1000,1500,1200
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Onion,Other,Grade A,08/09/2026,3500,4200,4000
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Lemon,Lemon,Grade A,08/09/2026,6000,8000,7000
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Water Melon,Other,Grade A,08/09/2026,1000,1500,1200
Punjab,Bhatinda,Rampuraphul(Nabha Mandi) APMC,Banana,Other,Grade A,08/09/2026,2000,2700,2500
Andhra Pradesh,Prakasam,Darsi APMC,Cotton,Desi,Local,08/09/2026,8100,8200,8200
Andhra Pradesh,Prakasam,Darsi APMC,Paddy(Common),B P T,Local,08/09/2026,2500,2600,2600
