state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Banana,Medium,Grade B,05/08/2026,379,3850,3800
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Brinjal,Brinjal,FAQ,05/08/2026,1390,1400,1395
Keralam,Idukki,Munnar Market,Cardamom,Other,FAQ,05/08/2026,320000,320000,320000
Andhra Pradesh,Ananthapuramu,Gooti APMC,Red gram/Arhar/Tur(whole),Local,Grade Range-1,05/08/2026,3900,5965,4870
Andhra Pradesh,Kakinada,Kakinada (Urban) APMC,Paddy(Common),Common,FAQ,05/08/2026,2369,2390,2375
Andhra Pradesh,Prakasam,Darsi APMC,Cotton,Desi,Local,05/08/2026,8100,8200,8200
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Mango,Dusheri,Grade B,05/08/2026,3350,3390,3380
Keralam,Idukki,Munnar Market,Sugar,Chini,Local,05/08/2026,4700,4700,4700
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bhindi(Ladies Finger),Bhindi,FAQ,05/08/2026,1480,1500,1490
Keralam,Idukki,Munnar Market,Beetroot,Other,Medium,05/08/2026,5000,5000,5000
Keralam,Idukki,Munnar Market,White Peas,Other,Local,05/08/2026,19000,19000,19000
Andhra Pradesh,Bapatla,Parchur APMC,Paddy(Common),B P T,Local,05/08/2026,2500,2700,2600
Andhra Pradesh,Kakinada,Pithapuram APMC,Paddy(Common),1001,FAQ,05/08/2026,2369,2389,2379
Andhra Pradesh,Bapatla,Parchur APMC,Black Gram(Urd Beans)(Whole),Black Gram (Whole),Local,05/08/2026,8000,8500,8250
Andhra Pradesh,Ananthapuramu,Gooti APMC,Groundnut,Local,Grade Range-1,05/08/2026,3200,6750,5900
Keralam,Alappuzha,Harippad Market,Bottle gourd,Other,FAQ,05/08/2026,2000,2500,2000
Keralam,Idukki,Munnar Market,Coconut,Big,Local,05/08/2026,6000,6000,6000
Keralam,Alappuzha,Harippad Market,Beetroot,Beetroot,FAQ,05/08/2026,6000,6500,6000
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Guava,Guava,Grade B,05/08/2026,4380,4400,4390
Andhra Pradesh,Kakinada,Karapa APMC,Paddy(Common),1001,FAQ,05/08/2026,2362,2369,2365
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Paddy(Common),1001,Grade Range-2,05/08/2026,2369,2389,2379
Andhra Pradesh,Bapatla,Parchur APMC,Maize,Local,Local,05/08/2026,2000,2500,2250
Keralam,Alappuzha,Harippad Market,Brinjal,Brinjal,FAQ,05/08/2026,5800,6000,5800
Keralam,Idukki,Munnar Market,Ashgourd,Other,Medium,05/08/2026,4500,4500,4500
Keralam,Alappuzha,Harippad Market,Ashgourd,Other,FAQ,05/08/2026,4000,4500,4000
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Pumpkin,Pumpkin,FAQ,05/08/2026,930,1000,950
Keralam,Idukki,Munnar Market,Bhindi(Ladies Finger),Other,Medium,05/08/2026,6500,6500,6500
Keralam,Idukki,Munnar Market,Banana - Green,Banana - Green,Medium,05/08/2026,6000,6000,6000
Keralam,Idukki,Munnar Market,Beans,Beans (Whole),FAQ,05/08/2026,9000,9000,9000
Keralam,Idukki,Munnar Market,Cloves,Other,FAQ,05/08/2026,84000,84000,84000
Keralam,Alappuzha,Harippad Market,Carrot,Other,FAQ,05/08/2026,8500,9000,8500
Keralam,Alappuzha,Harippad Market,Capsicum,Capsicum,FAQ,05/08/2026,9500,10000,9500
Keralam,Idukki,Munnar Market,Dry Grapes,Dry Grapes,Local,05/08/2026,30000,30000,30000
Andhra Pradesh,Srikakulam,Srikakulam APMC,Paddy(Common),1001,FAQ,05/08/2026,2400,2400,2400
Andhra Pradesh,Prakasam,Darsi APMC,Paddy(Common),B P T,Local,05/08/2026,2350,2400,2400
Andhra Pradesh,Bapatla,Parchur APMC,Bengal Gram(Gram)(Whole),Gulabi,Local,05/08/2026,5500,6000,5750
Andhra Pradesh,Alluri Sitharama Raju,Chintapally APMC,Groundnut,Local,FAQ,05/08/2026,6850,7650,7250
Andhra Pradesh,Bapatla,Parchur APMC,Cotton,Other,Local,05/08/2026,7000,7500,7250
