state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Keralam,Idukki,Munnar Market,Cauliflower,Other,Medium,22/09/2026,6500,6500,6500
Keralam,Idukki,Munnar Market,Bitter gourd,Other,Medium,22/09/2026,6000,6000,6000
Keralam,Idukki,Munnar Market,Bottle gourd,Bottle Gourd,Medium,22/09/2026,4500,4500,4500
Keralam,Idukki,Munnar Market,Carrot,Other,Medium,22/09/2026,7500,7500,7500
Keralam,Idukki,Munnar Market,Cucumbar(Kheera),Cucumbar,Medium,22/09/2026,4600,4600,4600
Andhra Pradesh,SPSR Nellore,Nellore APMC,Paddy(Common),B P T,FAQ,22/09/2026,2440,2460,2453
Keralam,Idukki,Munnar Market,Ashgourd,Other,Medium,22/09/2026,4000,4000,4000
Keralam,Idukki,Munnar Market,Duster Beans,Duster Beans,Medium,22/09/2026,8800,8800,8800
Andhra Pradesh,Kakinada,Pithapuram APMC,Paddy(Common),B P T,FAQ,22/09/2026,2369,2389,2379
Keralam,Idukki,Munnar Market,Coriander(Leaves),Coriander,Medium,22/09/2026,8000,8000,8000
Keralam,Idukki,Munnar Market,Cluster beans,Cluster Beans,Medium,22/09/2026,8500,8500,8500
Keralam,Idukki,Munnar Market,Cabbage,Other,Medium,22/09/2026,4500,4500,4500
Keralam,Idukki,Munnar Market,Capsicum,Other,Medium,22/09/2026,7600,7600,7600
Keralam,Idukki,Munnar Market,Drumstick,Drumstick,Medium,22/09/2026,6500,6500,6500
Andhra Pradesh,Alluri Sitharama Raju,Chintapally APMC,Maize,Local,FAQ,22/09/2026,2300,2500,2400
Keralam,Idukki,Munnar Market,Brinjal,Other,Medium,22/09/2026,5000,5000,5000
Keralam,Idukki,Munnar Market,Bhindi(Ladies Finger),Other,Medium,22/09/2026,6000,6000,6000
Keralam,Idukki,Munnar Market,Cowpea(Veg),Other,Medium,22/09/2026,6500,6500,6500
Keralam,Idukki,Munnar Market,Banana - Green,Banana - Green,Medium,22/09/2026,6000,6000,6000
Keralam,Idukki,Munnar Market,Beetroot,Other,Medium,22/09/2026,4500,4500,4500
Keralam,Idukki,Munnar Market,Colacasia,Colacasia,Medium,22/09/2026,6000,6000,6000
