state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Keralam,Pathanamthitta,Enadimangalam VFPCK Market,Banana,Nendra Bale,Grade A,02/08/2026,6000,7000,6500
Haryana,Gurgaon,Gurgaon APMC,Cabbage,Other,Grade B,02/08/2026,800,1200,1000
Odisha,Malkangiri,Malkangiri(Korakunda) APMC,Bitter gourd,Other,Grade A,02/08/2026,2500,2500,2500
Andhra Pradesh,Dr.B.R.A.Konaseema,Razole APMC,Coconut,Medium,FAQ,02/08/2026,15400,15500,15400
Andhra Pradesh,Kakinada,Kakinada (Urban) APMC,Paddy(Common),Common,FAQ,02/08/2026,2369,2390,2375
Haryana,Gurgaon,Gurgaon APMC,Bottle gourd,Other,Grade B,02/08/2026,800,1200,1000
Haryana,Gurgaon,Gurgaon APMC,Bitter gourd,Other,Grade A,02/08/2026,1000,1400,1200
Haryana,Gurgaon,Gurgaon APMC,Bhindi(Ladies Finger),Other,Grade B,02/08/2026,1000,2000,1500
Odisha,Malkangiri,Malkangiri(Korakunda) APMC,Bhindi(Ladies Finger),Bhindi,Grade A,02/08/2026,3000,3000,3000
Haryana,Gurgaon,Gurgaon APMC,Capsicum,Other,Grade B,02/08/2026,3000,5000,4000
Haryana,Gurgaon,Gurgaon APMC,Brinjal,Brinjal,Grade A,02/08/2026,1000,2000,1500
Odisha,Malkangiri,Malkangiri(Korakunda) APMC,Brinjal,Other,Grade A,02/08/2026,3000,3000,3000
Odisha,Malkangiri,Malkangiri(Korakunda) APMC,Bitter gourd,Other,FAQ,02/08/2026,3000,3000,3000
