state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bottle gourd,Bottle Gourd,FAQ,12/08/2026,1288,1300,1299
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bitter gourd,Bitter Gourd,FAQ,12/08/2026,2038,2100,2080
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Banana,Medium,Grade B,12/08/2026,3799,3810,3800
Punjab,Amritsar,Rayya APMC,Green Chilli,Green Chilly,FAQ,12/08/2026,1106,1106,1106
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Cauliflower,Cauliflower,FAQ,12/08/2026,2299,2400,2300
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Brinjal,Brinjal,FAQ,12/08/2026,1398,1440,1400
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Bhindi(Ladies Finger),Bhindi,FAQ,12/08/2026,1497,1550,1500
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Apple,Apple,Grade B,12/08/2026,8999,9100,9000
Andhra Pradesh,Palnadu,Narasaraopet APMC,Black Gram(Urd Beans)(Whole),Black Gram (Whole),FAQ,12/08/2026,8500,8500,8500
Bihar,Sheikhpura,Barbigha APMC,Wheat,147 Average,FAQ,12/08/2026,2500,2640,2560
Andhra Pradesh,Prakasam,Darsi APMC,Paddy(Common),B P T,Local,12/08/2026,2350,2400,2400
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Cucumbar(Kheera),Cucumbar,FAQ,12/08/2026,1599,1620,1600
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Guava,Guava,Grade B,12/08/2026,4399,4410,4400
Bihar,Sheikhpura,Shekhpura APMC,Wheat,147 Average,FAQ,12/08/2026,2500,2630,2560
Bihar,Sheikhpura,Shekhpura APMC,Bottle gourd,Bottle Gourd,FAQ,12/08/2026,2380,2500,2420
Punjab,Amritsar,Rayya APMC,Potato,Potato,FAQ,12/08/2026,758,758,758
Punjab,Amritsar,Rayya APMC,Cucumbar(Kheera),Cucumbar,FAQ,12/08/2026,905,905,905
Punjab,Amritsar,Rayya APMC,Tomato,Other,FAQ,12/08/2026,710,710,710
Punjab,Amritsar,Rayya APMC,Ridgeguard(Tori),Other,FAQ,12/08/2026,2091,2091,2091
Bihar,Sheikhpura,Barbigha APMC,Bitter gourd,Bitter Gourd,FAQ,12/08/2026,3180,3300,3240
Andhra Pradesh,Kakinada,Kakinada (Urban) APMC,Paddy(Common),Common,FAQ,12/08/2026,2369,2390,2375
Andhra Pradesh,Polavaram,Rampachodvaram APMC,Paddy(Common),1001,Grade Range-2,12/08/2026,2369,2389,2379
Andhra Pradesh,Palnadu,Narasaraopet APMC,Red gram/Arhar/Tur(whole),Desi(Whole),FAQ,12/08/2026,8000,8000,8000
Andhra Pradesh,Palnadu,Narasaraopet APMC,Green Gram(Moong)(Whole),Local (Whole),FAQ,12/08/2026,7000,7000,7000
Andhra Pradesh,Palnadu,Narasaraopet APMC,Paddy(Common),Paddy,FAQ,12/08/2026,3000,3000,3000
Bihar,Sheikhpura,Shekhpura APMC,Cucumbar(Kheera),Cucumbar,FAQ,12/08/2026,3290,3415,3340
Bihar,Sheikhpura,Shekhpura APMC,Brinjal,Arkasheela Mattigulla,FAQ,12/08/2026,3200,3310,3250
Punjab,Amritsar,Rayya APMC,Onion,Other,FAQ,12/08/2026,1425,1425,1425
Punjab,Amritsar,Rayya APMC,Cauliflower,Other,FAQ,12/08/2026,1245,1245,1245
Andhra Pradesh,Prakasam,Darsi APMC,Cotton,Desi,Local,12/08/2026,8100,8200,8200
Bihar,Sheikhpura,Barbigha APMC,Brinjal,Arkasheela Mattigulla,FAQ,12/08/2026,3230,3355,3280
Punjab,Amritsar,Rayya APMC,Bhindi(Ladies Finger),Bhindi,FAQ,12/08/2026,700,700,700
Andhra Pradesh,Alluri Sitharama Raju,Chintapally APMC,Groundnut,Local,FAQ,12/08/2026,6500,7500,7000
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Mango,Dusheri,Grade B,12/08/2026,3380,3400,3390
Andhra Pradesh,Palnadu,Narasaraopet APMC,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,12/08/2026,6000,6000,6000
Andhra Pradesh,Kakinada,Jaggampet APMC,Paddy(Common),Common,FAQ,12/08/2026,2369,2380,2369
Andhra Pradesh,Palnadu,Narasaraopet APMC,Cotton,Bunny,FAQ,12/08/2026,8000,8000,8000
Andhra Pradesh,Palnadu,Narasaraopet APMC,Rice,B P T,FAQ,12/08/2026,6000,6000,6000
Bihar,Sheikhpura,Shekhpura APMC,Bitter gourd,Bitter Gourd,FAQ,12/08/2026,3350,3460,3400
Punjab,Amritsar,Rayya APMC,Brinjal,Round,FAQ,12/08/2026,1820,1820,1820
Punjab,Amritsar,Rayya APMC,Bitter gourd,Bitter Gourd,FAQ,12/08/2026,1368,1368,1368
Andhra Pradesh,Kakinada,Pithapuram APMC,Paddy(Common),B P T,FAQ,12/08/2026,2369,2389,2379
Bihar,Sheikhpura,Barbigha APMC,Cucumbar(Kheera),Cucumbar,FAQ,12/08/2026,3275,3410,3340
Bihar,Sheikhpura,Barbigha APMC,Bottle gourd,Bottle Gourd,FAQ,12/08/2026,2335,2450,2385
Andhra Pradesh,Kakinada,Karapa APMC,Paddy(Common),1001,FAQ,12/08/2026,2363,2369,2365
