state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Uttarakhand,Haridwar,Roorkee APMC,Bitter gourd,Other,Local,17/07/2026,650,820,750
Punjab,Amritsar,Rayya APMC,Bitter gourd,Bitter Gourd,FAQ,17/07/2026,1392,1392,1392
Uttarakhand,Haridwar,Roorkee APMC,Mango,Other,Local,17/07/2026,1200,1600,1400
Uttarakhand,Haridwar,Roorkee APMC,Banana,Other,Medium,17/07/2026,800,1200,1000
Bihar,Sheikhpura,Shekhpura APMC,Wheat,147 Average,FAQ,17/07/2026,2450,2550,2500
Punjab,Amritsar,Rayya APMC,Ridgeguard(Tori),Other,FAQ,17/07/2026,2115,2115,2115
Bihar,Sheikhpura,Barbigha APMC,Bitter gourd,Bitter Gourd,FAQ,17/07/2026,2830,2925,2885
Uttarakhand,Haridwar,Roorkee APMC,Cauliflower,Other,Local,17/07/2026,550,750,650
Uttarakhand,Haridwar,Roorkee APMC,Bottle gourd,Other,Local,17/07/2026,550,850,650
Punjab,Amritsar,Rayya APMC,Potato,Potato,FAQ,17/07/2026,400,400,400
Punjab,Amritsar,Rayya APMC,Onion,Other,FAQ,17/07/2026,1544,1544,1544
Punjab,Amritsar,Rayya APMC,Tomato,Other,FAQ,17/07/2026,729,729,729
Punjab,Amritsar,Rayya APMC,Bhindi(Ladies Finger),Bhindi,FAQ,17/07/2026,715,715,715
Bihar,Sheikhpura,Barbigha APMC,Wheat,147 Average,FAQ,17/07/2026,2450,2550,2500
Uttarakhand,Haridwar,Roorkee APMC,Bhindi(Ladies Finger),Other,Local,17/07/2026,1100,1400,1200
Punjab,Amritsar,Rayya APMC,Tinda,Other,FAQ,17/07/2026,1825,1825,1825
Punjab,Amritsar,Rayya APMC,Cauliflower,Other,FAQ,17/07/2026,1135,1135,1135
Bihar,Sheikhpura,Barbigha APMC,Cucumbar(Kheera),Cucumbar,FAQ,17/07/2026,2910,2995,2945
Bihar,Sheikhpura,Barbigha APMC,Brinjal,Arkasheela Mattigulla,FAQ,17/07/2026,2835,2915,2880
Bihar,Sheikhpura,Barbigha APMC,Bottle gourd,Bottle Gourd,FAQ,17/07/2026,1975,2080,2035
Andhra Pradesh,NTR,Mylavaram APMC,Cotton,Bunny,Local,17/07/2026,7100,7100,7100
Andhra Pradesh,NTR,Mylavaram APMC,Maize,Hybrid,Local,17/07/2026,2300,2300,2300
Keralam,Alappuzha,Harippad Market,Bottle gourd,Other,FAQ,17/07/2026,2000,2500,2000
Keralam,Alappuzha,Harippad Market,Bhindi(Ladies Finger),Other,FAQ,17/07/2026,4500,5000,4500
Keralam,Alappuzha,Harippad Market,Banana - Green,Other,FAQ,17/07/2026,5000,5500,5000
Keralam,Alappuzha,Harippad Market,Ashgourd,Other,FAQ,17/07/2026,3800,4500,3800
Keralam,Alappuzha,Harippad Market,Amaranthus,Other,FAQ,17/07/2026,4500,5000,4500
Uttarakhand,Haridwar,Roorkee APMC,Brinjal,Other,Local,17/07/2026,550,850,650
Bihar,Sheikhpura,Shekhpura APMC,Cucumbar(Kheera),Cucumbar,FAQ,17/07/2026,2920,3025,2965
Bihar,Sheikhpura,Shekhpura APMC,Brinjal,Arkasheela Mattigulla,FAQ,17/07/2026,2835,2935,2890
Bihar,Sheikhpura,Shekhpura APMC,Bottle gourd,Bottle Gourd,FAQ,17/07/2026,2035,2135,2080
Bihar,Sheikhpura,Shekhpura APMC,Bitter gourd,Bitter Gourd,FAQ,17/07/2026,2935,3055,2990
Punjab,Amritsar,Rayya APMC,Green Chilli,Green Chilly,FAQ,17/07/2026,1125,1125,1125
Punjab,Amritsar,Rayya APMC,Cucumbar(Kheera),Cucumbar,FAQ,17/07/2026,925,925,925
Punjab,Amritsar,Rayya APMC,Brinjal,Brinjal,FAQ,17/07/2026,504,504,504
Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,Local,17/07/2026,2369,2369,2369
Keralam,Alappuzha,Harippad Market,Capsicum,Capsicum,FAQ,17/07/2026,9000,9500,9000
Keralam,Alappuzha,Harippad Market,Brinjal,Brinjal,FAQ,17/07/2026,6000,6500,6200
Keralam,Alappuzha,Harippad Market,Bitter gourd,Other,FAQ,17/07/2026,6000,6500,6100
Keralam,Alappuzha,Harippad Market,Beetroot,Beetroot,FAQ,17/07/2026,6000,6500,6000
