state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,FAQ,29/08/2026,2369,2468,2369
Andhra Pradesh,Kakinada,Prattipadu APMC,Paddy(Common),1001,FAQ,29/08/2026,2369,2380,2379
Andhra Pradesh,Kakinada,Karapa APMC,Paddy(Common),1001,FAQ,29/08/2026,2359,2369,2365
Andhra Pradesh,Palnadu,Narasaraopet APMC,Paddy(Common),B P T,FAQ,29/08/2026,3000,3000,3000
Andhra Pradesh,Krishna,Divi (HQ-Avanigadda) APMC,Paddy(Common),B P T,FAQ,29/08/2026,3100,3500,3250
Andhra Pradesh,Eluru,Kaikaluru APMC,Paddy(Common),MTU-1001,Local,29/08/2026,2440,2440,2440
Andhra Pradesh,Dr.B.R.A.Konaseema,Ramachandrapuram APMC,Paddy(Common),Paddy,FAQ,29/08/2026,2369,2380,2369
Andhra Pradesh,Palnadu,Ipur APMC,Paddy(Common),Paddy,FAQ,29/08/2026,2350,2650,2550
Andhra Pradesh,Anakapally,Chodavaram APMC,Paddy(Common),Paddy,Local,29/08/2026,2200,2400,2300
Andhra Pradesh,Nandyal,Atmakur (Nandyal District) APMC,Paddy(Common),Sona,FAQ,29/08/2026,2480,2480,2480
Andhra Pradesh,Palnadu,Narasaraopet APMC,Rice,B P T,FAQ,29/08/2026,6000,6000,6000
Andhra Pradesh,Srikakulam,Etcherla APMC,Maize,Deshi White,Local,29/08/2026,2400,2400,2400
Andhra Pradesh,Sri Sathya Sai,Penukonda APMC,Maize,Hybrid/Local,FAQ,29/08/2026,2400,2500,2450
Andhra Pradesh,Vijayanagaram,Chipurupalli APMC,Maize,Local,FAQ,29/08/2026,4800,4800,4800
Andhra Pradesh,Prakasam,Kondapi APMC,Bengal Gram(Gram)(Whole),Average (Whole),Local,29/08/2026,5500,6000,5750
Andhra Pradesh,Anakapally,Payakaraopeta APMC,Green Gram(Moong)(Whole),Local,Local,29/08/2026,8748,8768,8758
Andhra Pradesh,Palnadu,Narasaraopet APMC,Green Gram(Moong)(Whole),Local (Whole),FAQ,29/08/2026,7500,7500,7500
