state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Andhra Pradesh,Palnadu,Narasaraopet APMC,Black Gram(Urd Beans)(Whole),Black Gram (Whole),FAQ,14/08/2026,8500,8500,8500
Manipur,Imphal East,Lamlong Bazaar APMC,Ginger(Green),Green Ginger,Local,14/08/2026,9500,10000,9750
Manipur,Imphal East,Lamlong Bazaar APMC,Paddy(Common),Other,Local,14/08/2026,3000,3000,3000
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Pumpkin,Pumpkin,FAQ,14/08/2026,720,760,740
Keralam,Kollam,Punalur Market,Potato,Potato,Medium,14/08/2026,3900,4200,4000
Keralam,Kollam,Punalur Market,Banana,Nendra Bale,Local,14/08/2026,6900,7200,7000
Andhra Pradesh,Alluri Sitharama Raju,Chintapally APMC,Groundnut,Local,FAQ,14/08/2026,6500,7500,7000
Andhra Pradesh,Palnadu,Narasaraopet APMC,Rice,B P T,FAQ,14/08/2026,6000,6000,6000
Andhra Pradesh,Palnadu,Narasaraopet APMC,Paddy(Common),Paddy,FAQ,14/08/2026,3000,3000,3000
Manipur,Imphal East,Lamlong Bazaar APMC,Green Gram Dal(Moong Dal),Green Gram Dal,FAQ,14/08/2026,13000,14000,13500
Manipur,Imphal East,Lamlong Bazaar APMC,Black Gram Dal(Urd Dal),Black Gram Dal,FAQ,14/08/2026,13000,14000,13500
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Cucumbar(Kheera),Cucumbar,FAQ,14/08/2026,820,860,840
Keralam,Kollam,Punalur Market,Tomato,Other,Medium,14/08/2026,3700,4000,3900
Andhra Pradesh,Palnadu,Narasaraopet APMC,Red gram/Arhar/Tur(whole),Local,FAQ,14/08/2026,8000,8000,8000
Andhra Pradesh,Palnadu,Narasaraopet APMC,Cotton,Bunny,FAQ,14/08/2026,8000,8000,8000
Manipur,Imphal East,Lamlong Bazaar APMC,Red gram split/Arhar dal/Tur dal,Arhar Dal(Tur),FAQ,14/08/2026,14000,15000,14500
Manipur,Imphal East,Lamlong Bazaar APMC,Pineapple,Pine Apple,Local,14/08/2026,4000,5000,4500
Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,14/08/2026,2369,2369,2369
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Cauliflower,Cauliflower,FAQ,14/08/2026,1520,1560,1540
Andhra Pradesh,NTR,Jaggayyapeta APMC,Wood,Subabul,Grade Range-1,14/08/2026,550,550,550
Keralam,Kollam,Punalur Market,Tapioca,Tapioca,Local,14/08/2026,5000,5500,5200
Andhra Pradesh,Palnadu,Narasaraopet APMC,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,14/08/2026,6000,6000,6000
Manipur,Imphal East,Lamlong Bazaar APMC,Potato,Other,FAQ,14/08/2026,3000,3500,3250
Andhra Pradesh,NTR,Mylavaram APMC,Cotton,Bunny,Local,14/08/2026,7100,7100,7100
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Raddish,Raddish,FAQ,14/08/2026,1280,1315,1300
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Cabbage,Cabbage,FAQ,14/08/2026,960,1000,980
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Bottle gourd,Bottle Gourd,FAQ,14/08/2026,1020,1060,1040
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Bhindi(Ladies Finger),Bhindi,FAQ,14/08/2026,2260,2300,2280
Andhra Pradesh,Kakinada,Kakinada (Urban) APMC,Paddy(Common),Common,FAQ,14/08/2026,2369,2390,2375
Keralam,Kollam,Punalur Market,Onion,Onion,Medium,14/08/2026,3400,3800,3500
Keralam,Kollam,Punalur Market,Cowpea(Veg),Cowpea (Veg),Local,14/08/2026,4200,5600,4500
Andhra Pradesh,Palnadu,Narasaraopet APMC,Green Gram(Moong)(Whole),Local (Whole),FAQ,14/08/2026,7000,7000,7000
Manipur,Imphal East,Lamlong Bazaar APMC,Onion,Onion,FAQ,14/08/2026,6500,7000,6750
Manipur,Imphal East,Lamlong Bazaar APMC,Dry Chillies,Dry Chillies,FAQ,14/08/2026,23000,25000,24000
Manipur,Imphal East,Lamlong Bazaar APMC,Masur Dal,Masur Dal,FAQ,14/08/2026,9000,10000,9500
Manipur,Imphal East,Lamlong Bazaar APMC,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,14/08/2026,7500,8000,7750
Manipur,Imphal East,Lamlong Bazaar APMC,Banana,Other,Local,14/08/2026,5500,6000,5750
Manipur,Imphal East,Lamlong Bazaar APMC,Rice,Other,Local,14/08/2026,5100,5100,5100
Andhra Pradesh,NTR,Mylavaram APMC,Maize,Hybrid,Local,14/08/2026,2450,2450,2450
Andhra Pradesh,Srikakulam,Kanchili APMC,Paddy(Common),1001,FAQ,14/08/2026,2400,2400,2400
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,14/08/2026,1380,1420,1400
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Carrot,Carrot,FAQ,14/08/2026,1340,1380,1360
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Banana - Green,Banana - Green,FAQ,14/08/2026,1800,1840,1820
Andhra Pradesh,NTR,Jaggayyapeta APMC,Maize,Local,Grade Range-1,14/08/2026,2410,2410,2410
Keralam,Kollam,Punalur Market,Banana,Robusta,Local,14/08/2026,3200,3800,3500
